dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
1.0	84070	id_118957	84054	id_118941
1.0	84070	id_118957	84056	id_118943
1.0	143387	id_200011	143354	id_199977
1.0	184688	id_256932	15585	id_22558
1.0	149061	id_207850	11740	id_17015
1.0	118597	id_165536	31283	id_44677
1.0	91938	id_129045	22007	id_31562
1.0	84070	id_118957	84067	id_118954
1.0	67706	id_95744	46878	id_67073
1.0	84979	id_120280	84931	id_120231
0.97	121126	id_168978	50608	id_72024
1.0	4850	id_7294	4831	id_7253
1.0	117558	id_163928	117528	id_163897
1.0	162298	id_226383	162265	id_226350
1.0	84070	id_118957	84007	id_118894
0.88	84914	id_120214	78928	id_112228
1.0	113619	id_158542	50234	id_71635
0.99	180945	id_251407	161348	id_224930
1.0	19512	id_28264	19511	id_28258
0.98	114789	id_160223	114767	id_160199
1.0	84070	id_118957	84005	id_118892
1.0	84070	id_118957	84001	id_118887
1.0	92827	id_129972	92479	id_129624
1.0	128520	id_179366	9611	id_14067
1.0	153005	id_213243	39743	id_56613
1.0	151392	id_211067	11166	id_16078
0.88	181003	id_251477	32845	id_46653
1.0	62151	id_88378	6956	id_10346
0.88	185040	id_257346	211	id_212
0.92	155339	id_216629	10407	id_15127
1.0	98146	id_137049	18440	id_26789
1.0	84070	id_118957	84029	id_118916
1.0	41149	id_58606	41147	id_58604
1.0	164594	id_229336	7314	id_10948
1.0	140015	id_195318	109103	id_152323
1.0	107418	id_150136	9639	id_14100
0.92	136334	id_190185	84145	id_119037
1.0	84070	id_118957	84039	id_118926
1.0	84070	id_118957	84037	id_118924
1.0	57501	id_81850	57437	id_81779
1.0	87135	id_123117	43063	id_61496
1.0	82680	id_117226	82290	id_116808
1.0	185550	id_257981	185491	id_257921
1.0	91949	id_129056	81969	id_116406
1.0	86353	id_121914	86350	id_121911
1.0	77475	id_109886	29400	id_41746
1.0	67903	id_95950	5702	id_8481
1.0	156565	id_218511	126362	id_176167
1.0	172581	id_240395	27314	id_38660
1.0	90461	id_127127	90458	id_127124
1.0	148166	id_206444	148161	id_206439
1.0	43988	id_62742	43980	id_62734
1.0	187874	id_260947	187867	id_260940
1.0	175438	id_244348	73029	id_104060
1.0	187874	id_260947	187869	id_260942
1.0	139815	id_195010	93207	id_130457
0.91	146945	id_204818	7105	id_10592
0.91	109229	id_152453	109187	id_152410
1.0	91649	id_128653	91644	id_128648
1.0	91649	id_128653	91646	id_128650
1.0	158067	id_220554	144240	id_201134
1.0	30219	id_42974	30205	id_42959
1.0	108836	id_152002	108787	id_151942
1.0	87532	id_123666	87500	id_123634
1.0	170268	id_237279	170236	id_237246
1.0	181047	id_251521	25119	id_35795
0.9	101271	id_141651	35218	id_50319
0.93	77151	id_109440	50553	id_71964
1.0	62260	id_88488	62005	id_88213
1.0	118131	id_164758	118124	id_164751
1.0	22033	id_31622	17089	id_24724
1.0	158898	id_221576	16261	id_23444
0.91	163719	id_228254	163669	id_228203
1.0	143480	id_200118	81886	id_116322
1.0	97832	id_136568	35912	id_51538
0.94	114532	id_159807	41996	id_60056
1.0	27171	id_38482	13553	id_19545
1.0	62096	id_88323	12784	id_18461
1.0	150220	id_209320	150110	id_209210
1.0	84157	id_119049	84113	id_119004
1.0	102816	id_143664	2274	id_3294
0.91	183808	id_255635	9632	id_14093
0.93	167668	id_233626	57659	id_82067
1.0	84157	id_119049	84117	id_119009
1.0	159520	id_222337	88011	id_124233
1.0	109229	id_152453	109151	id_152372
1.0	109229	id_152453	109157	id_152379
1.0	180095	id_250213	144814	id_201874
0.97	6036	id_8863	5849	id_8660
1.0	122564	id_171006	98994	id_138394
1.0	18448	id_26809	3876	id_5776
1.0	84157	id_119049	84106	id_118996
0.97	6036	id_8863	5840	id_8651
0.95	54419	id_77360	28437	id_40386
0.88	139236	id_193981	55250	id_78677
1.0	122978	id_171735	17080	id_24713
1.0	143374	id_199998	143333	id_199947
0.97	148684	id_207246	35052	id_50137
1.0	92782	id_129927	92221	id_129366
1.0	181614	id_252189	181574	id_252149
1.0	84157	id_119049	84152	id_119044
1.0	4422	id_6733	4413	id_6724
1.0	84157	id_119049	84153	id_119045
1.0	84157	id_119049	84150	id_119042
1.0	84211	id_119104	84183	id_119075
1.0	4422	id_6733	4419	id_6730
1.0	180854	id_251259	23162	id_33182
1.0	47500	id_67911	5221	id_7743
1.0	84211	id_119104	84185	id_119077
1.0	171870	id_239523	18440	id_26789
1.0	84211	id_119104	84187	id_119079
1.0	148081	id_206303	134103	id_187134
0.88	64030	id_90772	64012	id_90754
1.0	167680	id_233638	52157	id_74132
1.0	131792	id_183920	125773	id_175406
1.0	171278	id_238681	171259	id_238662
0.91	108404	id_151547	81604	id_115806
1.0	84211	id_119104	84191	id_119083
1.0	84211	id_119104	84192	id_119084
1.0	84157	id_119049	84140	id_119032
1.0	173239	id_241322	173235	id_241318
1.0	84157	id_119049	84146	id_119038
1.0	178462	id_248171	116400	id_162395
1.0	82663	id_117204	82558	id_117081
1.0	84211	id_119104	84198	id_119091
1.0	110479	id_154339	110461	id_154321
1.0	9945	id_14472	9931	id_14457
0.96	65935	id_93320	18067	id_26327
1.0	159339	id_222051	159128	id_221831
1.0	84157	id_119049	84130	id_119022
1.0	84211	id_119104	84167	id_119059
1.0	84211	id_119104	84162	id_119054
1.0	84211	id_119104	84163	id_119055
1.0	170562	id_237661	170556	id_237655
1.0	176512	id_245715	176344	id_245546
0.89	81061	id_115038	28458	id_40407
1.0	139236	id_193981	69864	id_98530
1.0	84157	id_119049	84138	id_119030
1.0	130139	id_181626	130137	id_181624
1.0	4422	id_6733	4404	id_6715
1.0	84157	id_119049	84123	id_119015
0.88	139236	id_193981	55221	id_78648
1.0	124781	id_174124	77785	id_110512
1.0	7761	id_11589	7583	id_11411
1.0	84211	id_119104	84173	id_119065
0.99	171903	id_239556	45586	id_65068
1.0	185729	id_258168	185572	id_258003
1.0	176861	id_246146	176820	id_246102
1.0	149042	id_207831	11730	id_17005
1.0	84211	id_119104	84029	id_118916
1.0	178727	id_248436	141297	id_197190
1.0	186866	id_259575	177539	id_246962
0.92	180976	id_251450	130793	id_182606
0.9	115701	id_161345	55217	id_78644
1.0	184627	id_256837	27337	id_38724
1.0	84211	id_119104	84037	id_118924
1.0	180865	id_251270	103072	id_144031
1.0	84211	id_119104	84039	id_118926
1.0	39463	id_56296	22478	id_32346
1.0	173814	id_242312	159498	id_222261
1.0	84211	id_119104	84001	id_118887
1.0	185681	id_258119	185469	id_257899
1.0	84211	id_119104	84005	id_118892
1.0	84211	id_119104	84007	id_118894
1.0	95554	id_133420	95515	id_133381
0.9	115701	id_161345	69866	id_98532
1.0	146975	id_204858	118434	id_165280
0.9	25385	id_36104	14557	id_20925
1.0	146975	id_204858	118433	id_165279
1.0	105809	id_147917	68545	id_96761
1.0	48494	id_69267	48473	id_69246
0.88	145476	id_202706	145403	id_202632
0.94	161066	id_224620	136384	id_190239
0.94	171903	id_239556	159443	id_222190
1.0	14519	id_20846	14516	id_20843
1.0	14519	id_20846	14518	id_20845
1.0	94794	id_132468	86274	id_121810
0.88	144199	id_201075	27284	id_38597
1.0	84138	id_119030	84123	id_119015
1.0	124307	id_173420	119499	id_166733
1.0	104609	id_146300	41979	id_60028
1.0	84138	id_119030	84130	id_119022
1.0	118885	id_166011	61827	id_87954
1.0	1375	id_1949	1353	id_1926
1.0	81969	id_116406	50238	id_71639
1.0	83998	id_118884	10109	id_14675
1.0	167680	id_233638	149089	id_207881
1.0	71804	id_101748	71774	id_101701
1.0	102042	id_142636	3426	id_5136
1.0	187655	id_260687	187654	id_260686
1.0	180941	id_251401	124779	id_174115
1.0	107299	id_149937	86615	id_122271
1.0	67288	id_95274	67287	id_95270
1.0	121211	id_169146	121197	id_169132
0.96	179460	id_249352	179405	id_249297
1.0	141860	id_197945	127954	id_178600
1.0	114014	id_159258	113946	id_159190
0.9	101132	id_141459	27957	id_39800
0.89	29402	id_41748	8041	id_11882
1.0	96715	id_134918	96710	id_134913
1.0	57487	id_81836	57405	id_81747
1.0	144251	id_201145	44147	id_62943
1.0	46754	id_66937	46665	id_66848
1.0	136153	id_189948	24550	id_34982
1.0	176919	id_246204	176820	id_246102
0.93	112656	id_157139	72415	id_102848
0.95	83983	id_118869	83211	id_117921
1.0	10149	id_14734	10148	id_14733
0.92	125963	id_175619	125936	id_175591
1.0	107315	id_149990	77904	id_110792
1.0	107308	id_149954	77901	id_110782
1.0	85597	id_120965	85442	id_120806
1.0	84138	id_119030	84106	id_118996
1.0	147267	id_205211	41018	id_58434
0.99	171903	id_239556	45814	id_65395
1.0	141861	id_197947	69868	id_98535
1.0	118996	id_166128	118910	id_166036
1.0	14906	id_21544	14867	id_21505
1.0	156833	id_218887	13914	id_20065
1.0	3213	id_4781	3210	id_4778
1.0	164640	id_229397	124784	id_174149
1.0	84138	id_119030	84117	id_119009
1.0	71804	id_101748	71792	id_101724
1.0	84138	id_119030	84113	id_119004
1.0	66561	id_94182	66466	id_94087
0.99	76745	id_108905	76567	id_108725
0.93	56154	id_80043	56086	id_79971
1.0	174643	id_243367	91043	id_127805
1.0	176919	id_246204	176861	id_246146
0.88	141509	id_197536	80193	id_113948
1.0	166039	id_231287	50534	id_71944
1.0	62145	id_88372	6933	id_10322
0.92	83983	id_118869	83230	id_117940
0.92	125963	id_175619	125924	id_175578
0.94	146610	id_204364	146580	id_204331
0.9	145794	id_203167	105775	id_147835
1.0	171884	id_239537	76482	id_108599
0.95	43260	id_61775	35174	id_50270
1.0	76521	id_108646	76453	id_108568
1.0	131135	id_183055	36527	id_52462
1.0	131190	id_183112	36551	id_52486
1.0	62276	id_88504	6948	id_10338
0.93	136408	id_190270	136145	id_189939
1.0	107187	id_149659	107151	id_149621
1.0	137946	id_192325	137942	id_192321
1.0	112677	id_157192	9631	id_14091
0.9	74903	id_106572	64378	id_91214
1.0	88515	id_124833	88479	id_124790
1.0	84979	id_120280	84957	id_120257
1.0	164625	id_229371	164604	id_229348
1.0	143655	id_200307	143647	id_200299
1.0	181781	id_252491	5218	id_7738
1.0	122061	id_170266	29000	id_41154
0.88	171903	id_239556	55221	id_78648
1.0	118696	id_165763	118671	id_165711
1.0	114196	id_159446	114161	id_159411
1.0	171903	id_239556	69864	id_98530
1.0	14765	id_21396	14762	id_21393
1.0	45541	id_65023	45540	id_65022
1.0	164625	id_229371	164618	id_229363
0.9	155954	id_217607	122749	id_171351
1.0	141861	id_197947	104670	id_146361
1.0	165420	id_230521	165306	id_230380
1.0	107093	id_149562	106994	id_149451
1.0	27161	id_38472	27059	id_38370
1.0	185114	id_257426	92049	id_129185
0.96	118683	id_165735	113606	id_158529
1.0	74094	id_105345	73986	id_105232
0.99	159339	id_222051	159260	id_221968
1.0	50238	id_71639	5218	id_7738
0.89	143601	id_200251	82322	id_116840
1.0	87065	id_123047	43031	id_61464
0.92	161401	id_224983	33407	id_47353
1.0	18618	id_27008	18607	id_26997
1.0	173204	id_241261	173193	id_241250
1.0	113319	id_158206	62208	id_88435
1.0	85507	id_120874	85498	id_120865
1.0	167133	id_232910	167107	id_232884
1.0	7041	id_10522	7023	id_10502
1.0	8059	id_11901	8002	id_11843
1.0	53979	id_76678	53974	id_76673
1.0	155126	id_216311	119499	id_166733
0.9	141297	id_197190	40400	id_57576
1.0	45698	id_65256	45617	id_65174
1.0	47157	id_67471	47058	id_67369
1.0	170905	id_238184	170813	id_238092
1.0	85597	id_120965	85411	id_120775
1.0	42640	id_60948	42636	id_60944
0.91	170334	id_237349	170319	id_237333
0.93	73229	id_104275	12834	id_18516
1.0	105673	id_147595	105653	id_147574
1.0	82916	id_117498	56746	id_80964
1.0	88053	id_124276	87939	id_124154
1.0	40839	id_58220	40801	id_58170
1.0	167680	id_233638	66632	id_94278
1.0	128859	id_179756	128666	id_179562
1.0	95489	id_133325	62514	id_88845
1.0	135770	id_189296	74583	id_106119
0.89	125219	id_174674	110420	id_154279
1.0	161416	id_224998	32010	id_45632
1.0	153410	id_213789	153373	id_213750
1.0	57382	id_81724	57331	id_81673
1.0	105408	id_147257	55245	id_78672
1.0	113847	id_159088	110327	id_154011
1.0	164436	id_229161	164434	id_229159
1.0	87367	id_123438	55409	id_78907
1.0	178978	id_248783	178967	id_248772
0.92	132107	id_184323	111804	id_156063
1.0	57382	id_81724	57328	id_81670
1.0	84211	id_119104	84083	id_118970
1.0	130597	id_182276	61656	id_87743
1.0	84211	id_119104	84089	id_118976
1.0	131153	id_183073	36577	id_52512
1.0	84211	id_119104	84085	id_118972
0.99	174641	id_243365	141297	id_197190
0.93	144451	id_201489	91960	id_129067
1.0	74653	id_106261	74650	id_106256
1.0	129719	id_181128	104119	id_145625
1.0	140895	id_196597	14005	id_20177
1.0	141766	id_197845	103040	id_143997
1.0	131771	id_183885	15785	id_22790
1.0	75810	id_107773	75774	id_107737
1.0	130597	id_182276	61669	id_87756
1.0	84211	id_119104	84090	id_118977
0.93	147292	id_205236	8227	id_12165
1.0	17109	id_24755	15195	id_21970
1.0	114741	id_160173	11086	id_15994
0.99	139236	id_193981	45586	id_65068
1.0	127371	id_177792	1896	id_2765
1.0	104031	id_145484	13564	id_19556
1.0	84211	id_119104	84060	id_118947
1.0	84138	id_119030	84085	id_118972
1.0	84138	id_119030	84083	id_118970
1.0	84211	id_119104	84067	id_118954
1.0	113528	id_158427	113467	id_158366
0.91	108367	id_151499	62357	id_88632
0.93	135642	id_189143	104708	id_146399
1.0	174415	id_243061	105653	id_147574
0.88	171903	id_239556	55250	id_78677
1.0	84138	id_119030	84089	id_118976
1.0	163681	id_228215	118025	id_164644
1.0	35531	id_50939	35462	id_50862
1.0	84211	id_119104	84070	id_118957
1.0	35531	id_50939	35468	id_50868
1.0	84138	id_119030	84090	id_118977
1.0	163746	id_228282	118025	id_164644
1.0	92110	id_129246	92060	id_129196
1.0	144819	id_201879	8829	id_12976
1.0	115764	id_161415	115752	id_161403
1.0	84211	id_119104	84046	id_118933
1.0	172831	id_240802	83941	id_118822
1.0	174415	id_243061	105673	id_147595
1.0	173814	id_242312	45560	id_65042
1.0	41186	id_58643	41149	id_58606
1.0	41186	id_58643	41147	id_58604
1.0	57780	id_82212	57696	id_82127
0.99	176307	id_245509	120809	id_168575
1.0	79977	id_113677	79976	id_113676
1.0	84211	id_119104	84056	id_118943
1.0	64291	id_91088	60965	id_86802
1.0	84211	id_119104	84054	id_118941
1.0	83941	id_118822	12856	id_18538
0.95	130583	id_182262	91844	id_128950
1.0	156553	id_218485	3374	id_5038
0.93	104708	id_146399	12856	id_18538
1.0	113268	id_158141	51912	id_73697
1.0	35550	id_50959	35462	id_50862
1.0	185111	id_257423	198	id_199
0.97	43705	id_62276	8041	id_11882
1.0	94939	id_132618	94881	id_132557
1.0	170500	id_237592	138605	id_193076
1.0	136287	id_190117	136281	id_190100
0.97	107308	id_149954	3854	id_5754
1.0	46241	id_66165	46240	id_66164
1.0	51072	id_72588	51071	id_72587
1.0	51072	id_72588	51070	id_72586
0.92	161401	id_224983	107296	id_149931
1.0	156361	id_218184	148331	id_206764
1.0	46661	id_66844	46551	id_66734
1.0	125842	id_175489	125837	id_175484
1.0	125842	id_175489	125839	id_175486
0.99	131762	id_183876	92833	id_129978
1.0	149434	id_208350	149424	id_208338
1.0	141674	id_197753	95125	id_132845
0.89	157861	id_220252	2125	id_3068
0.97	43705	id_62276	8017	id_11858
1.0	180963	id_251437	30639	id_43664
1.0	65825	id_93164	32732	id_46523
1.0	34891	id_49957	34840	id_49903
1.0	148803	id_207432	148786	id_207413
1.0	78461	id_111584	59063	id_84082
1.0	145743	id_203102	136224	id_190028
1.0	35550	id_50959	35468	id_50868
1.0	114004	id_159248	113924	id_159167
1.0	159029	id_221721	159014	id_221706
1.0	92590	id_129735	92482	id_129627
1.0	178727	id_248436	43705	id_62276
1.0	124778	id_174109	62096	id_88323
1.0	180213	id_250340	180111	id_250229
1.0	175611	id_244639	37338	id_53642
1.0	186454	id_259129	89970	id_126600
0.94	63189	id_89674	63152	id_89636
1.0	173667	id_241982	50413	id_71821
0.99	92886	id_130042	21672	id_31199
0.99	128206	id_178902	128152	id_178848
1.0	52236	id_74261	24500	id_34903
1.0	186601	id_259309	128519	id_179365
1.0	18551	id_26940	18499	id_26877
1.0	180961	id_251432	161446	id_225028
1.0	164436	id_229161	164416	id_229141
0.95	57167	id_81497	57164	id_81493
1.0	155198	id_216465	155179	id_216419
1.0	62328	id_88581	62182	id_88409
1.0	186601	id_259309	128520	id_179366
1.0	178978	id_248783	178973	id_248778
0.98	123303	id_172124	104112	id_145618
1.0	114287	id_159545	114237	id_159495
1.0	141861	id_197947	94794	id_132468
1.0	186601	id_259309	128537	id_179383
1.0	170226	id_237236	170219	id_237228
1.0	106564	id_148902	90251	id_126902
0.94	177916	id_247375	15777	id_22782
1.0	136256	id_190066	128537	id_179383
0.93	159437	id_222184	15749	id_22754
1.0	39467	id_56300	39308	id_56130
1.0	113215	id_158075	113211	id_158071
1.0	29400	id_41746	25177	id_35855
1.0	162387	id_226497	63910	id_90629
1.0	59012	id_83954	58993	id_83934
1.0	170122	id_237111	170060	id_237043
1.0	161256	id_224838	28604	id_40611
1.0	71825	id_101777	50947	id_72457
1.0	82413	id_116932	82344	id_116862
0.9	187601	id_260632	80100	id_113855
1.0	141792	id_197871	141776	id_197855
1.0	145743	id_203102	21474	id_30900
1.0	178887	id_248606	178783	id_248492
0.89	109765	id_153122	81042	id_115019
1.0	59657	id_84931	52280	id_74397
0.9	70364	id_99366	64377	id_91213
0.95	172829	id_240800	171901	id_239554
1.0	184032	id_256053	107283	id_149889
1.0	80236	id_113995	80226	id_113981
0.98	100725	id_140812	46066	id_65811
1.0	120759	id_168524	120681	id_168445
1.0	76482	id_108599	50238	id_71639
0.92	164807	id_229583	10146	id_14731
1.0	155130	id_216330	46447	id_66569
0.9	123055	id_171841	123054	id_171840
1.0	186832	id_259540	125245	id_174700
1.0	140714	id_196407	116427	id_162539
0.88	167668	id_233626	123347	id_172172
0.9	159343	id_222057	106708	id_149049
1.0	51563	id_73242	51558	id_73237
0.91	118796	id_165907	83302	id_118012
1.0	114004	id_159248	113957	id_159201
1.0	126558	id_176384	126506	id_176318
1.0	122300	id_170639	77444	id_109850
1.0	181510	id_252063	181504	id_252057
1.0	171884	id_239537	91949	id_129056
1.0	54600	id_77678	54598	id_77676
1.0	181510	id_252063	181509	id_252062
1.0	184023	id_255995	139235	id_193979
1.0	154818	id_215732	52000	id_73809
1.0	118696	id_165763	118623	id_165603
1.0	185103	id_257414	185089	id_257398
0.95	176296	id_245498	32891	id_46699
1.0	136256	id_190066	128519	id_179365
0.95	169350	id_236120	3788	id_5687
1.0	177133	id_246533	167674	id_233632
1.0	171944	id_239597	161021	id_224573
1.0	177487	id_246910	3763	id_5655
1.0	136256	id_190066	128520	id_179366
1.0	185103	id_257414	185097	id_257408
1.0	23129	id_33116	23086	id_33072
0.9	40718	id_58069	12775	id_18452
1.0	161461	id_225043	50234	id_71635
1.0	184258	id_256411	102184	id_142795
1.0	97760	id_136493	43463	id_62021
0.88	121753	id_169906	121739	id_169891
1.0	170908	id_238187	170822	id_238101
1.0	165508	id_230626	165339	id_230423
1.0	176101	id_245238	119930	id_167239
0.99	98770	id_138041	98741	id_138012
1.0	156662	id_218635	156659	id_218632
1.0	113319	id_158206	62356	id_88631
1.0	51421	id_73048	51300	id_72922
1.0	58819	id_83695	58818	id_83690
1.0	84520	id_119732	84439	id_119651
0.88	29941	id_42660	29928	id_42647
1.0	51296	id_72918	8010	id_11851
0.9	174641	id_243365	131732	id_183846
0.89	51638	id_73333	32766	id_46574
1.0	141861	id_197947	104575	id_146265
1.0	70435	id_99437	45591	id_65073
1.0	118985	id_166116	61812	id_87939
1.0	178832	id_248541	178523	id_248232
0.99	98770	id_138041	98756	id_138027
0.95	130583	id_182262	91948	id_129055
0.89	112140	id_156514	112126	id_156498
1.0	81747	id_116101	81746	id_116099
1.0	114196	id_159446	114037	id_159281
1.0	30058	id_42800	29995	id_42728
1.0	107067	id_149526	106853	id_149309
0.95	50438	id_71846	3302	id_4888
1.0	69864	id_98530	43658	id_62229
1.0	13432	id_19361	13411	id_19315
1.0	180213	id_250340	180092	id_250210
0.94	69864	id_98530	28039	id_39920
1.0	82328	id_116846	82296	id_116814
1.0	140213	id_195651	44438	id_63515
1.0	107306	id_149949	46040	id_65722
0.91	131732	id_183846	74904	id_106580
1.0	13432	id_19361	13421	id_19345
0.88	166444	id_231997	22043	id_31645
1.0	94050	id_131540	94031	id_131520
1.0	46443	id_66550	27741	id_39577
1.0	118696	id_165763	118562	id_165459
1.0	180958	id_251429	50488	id_71897
1.0	59522	id_84673	59362	id_84489
1.0	113319	id_158206	62326	id_88576
0.95	136371	id_190224	25476	id_36345
0.94	184942	id_257205	95366	id_133164
0.96	166444	id_231997	46038	id_65714
0.9	141860	id_197945	40400	id_57576
0.96	176723	id_246002	52144	id_74119
1.0	178938	id_248661	18440	id_26789
0.92	128589	id_179452	2057	id_2986
1.0	78592	id_111717	78591	id_111716
1.0	105765	id_147781	50501	id_71910
1.0	78592	id_111717	78590	id_111715
1.0	55405	id_78900	7283	id_10849
1.0	60095	id_85538	60093	id_85536
1.0	78592	id_111717	78589	id_111714
1.0	91633	id_128637	91598	id_128602
1.0	91968	id_129088	52157	id_74132
1.0	183850	id_255708	183847	id_255701
1.0	101333	id_141759	55406	id_78901
0.91	111171	id_155294	78421	id_111544
1.0	124306	id_173418	7065	id_10549
1.0	41300	id_58759	41293	id_58752
0.89	5262	id_7784	5261	id_7783
1.0	46424	id_66490	1898	id_2776
0.91	167171	id_232948	165350	id_230441
1.0	118696	id_165763	118599	id_165544
1.0	65882	id_93267	22238	id_31996
0.89	5262	id_7784	5254	id_7776
0.89	167680	id_233638	101047	id_141364
1.0	86611	id_122250	1893	id_2761
1.0	187397	id_260306	187383	id_260292
1.0	102041	id_142635	18050	id_26282
1.0	122039	id_170237	121986	id_170179
1.0	122039	id_170237	121987	id_170180
1.0	166716	id_232313	165816	id_231012
1.0	122551	id_170992	122511	id_170946
0.95	46406	id_66419	27856	id_39693
1.0	47279	id_67690	33681	id_47858
1.0	85184	id_120530	85141	id_120484
1.0	134010	id_186983	29041	id_41195
1.0	73566	id_104704	73546	id_104684
1.0	123344	id_172169	107145	id_149614
1.0	138291	id_192676	138288	id_192673
1.0	171902	id_239555	9549	id_14005
1.0	22811	id_32736	22694	id_32618
0.92	142296	id_198484	142196	id_198384
1.0	56708	id_80926	56706	id_80924
0.93	91425	id_128413	91415	id_128403
1.0	131209	id_183131	36586	id_52521
1.0	18551	id_26940	18535	id_26918
1.0	158891	id_221563	158890	id_221561
1.0	93301	id_130573	93299	id_130571
1.0	61620	id_87687	61615	id_87682
1.0	23233	id_33284	23224	id_33275
0.95	136518	id_190408	22528	id_32423
1.0	129725	id_181134	129711	id_181120
0.93	91425	id_128413	91402	id_128390
1.0	185785	id_258228	185759	id_258199
1.0	32089	id_45713	32029	id_45651
1.0	110769	id_154700	110766	id_154697
1.0	62871	id_89332	62842	id_89303
1.0	110769	id_154700	110762	id_154693
1.0	45074	id_64355	45067	id_64337
1.0	84205	id_119098	84106	id_118996
1.0	114198	id_159448	114022	id_159266
1.0	173066	id_241043	172878	id_240851
1.0	39463	id_56296	32010	id_45632
1.0	104795	id_146493	104685	id_146376
1.0	108303	id_151432	8185	id_12119
1.0	46068	id_65816	24502	id_34916
1.0	82398	id_116917	82304	id_116822
1.0	86615	id_122271	22478	id_32346
1.0	46395	id_66407	7328	id_11016
1.0	183034	id_254566	171469	id_238919
1.0	69866	id_98532	22039	id_31636
1.0	81969	id_116406	29406	id_41752
1.0	94808	id_132482	94765	id_132438
1.0	161029	id_224582	46445	id_66566
1.0	84205	id_119098	84146	id_119038
1.0	84205	id_119098	84140	id_119032
0.9	161484	id_225071	139272	id_194092
1.0	35550	id_50959	35531	id_50939
1.0	157146	id_219331	157141	id_219326
1.0	48481	id_69254	48478	id_69251
1.0	84205	id_119098	84138	id_119030
0.96	118888	id_166014	69048	id_97384
1.0	64821	id_91915	64800	id_91893
1.0	37697	id_54050	37608	id_53961
1.0	84205	id_119098	84130	id_119022
0.91	94762	id_132435	77484	id_109895
0.89	43949	id_62703	43937	id_62686
1.0	42161	id_60272	35381	id_50552
1.0	10700	id_15569	10698	id_15567
1.0	73781	id_104936	73632	id_104784
1.0	48481	id_69254	48449	id_69222
1.0	84205	id_119098	84123	id_119015
1.0	155373	id_216665	84091	id_118979
1.0	66094	id_93516	27171	id_38482
1.0	71042	id_100314	71039	id_100311
1.0	166629	id_232217	139061	id_193741
1.0	84205	id_119098	84117	id_119009
1.0	84205	id_119098	84113	id_119004
1.0	90922	id_127672	90901	id_127651
1.0	180855	id_251260	105775	id_147835
1.0	85386	id_120750	85296	id_120646
1.0	148163	id_206441	71620	id_101397
1.0	124784	id_174149	7340	id_11047
0.99	55232	id_78659	39523	id_56358
1.0	144451	id_201489	27293	id_38607
1.0	23709	id_33899	23629	id_33819
1.0	20165	id_29175	20148	id_29158
1.0	147844	id_205892	147761	id_205799
1.0	1569	id_2241	1543	id_2214
0.94	118608	id_165564	9539	id_13995
0.91	156905	id_218959	156885	id_218939
0.88	32860	id_46668	20536	id_29611
0.88	50230	id_71630	7344	id_11058
1.0	139262	id_194057	86274	id_121810
1.0	182205	id_253082	112635	id_157081
0.9	115701	id_161345	50611	id_72027
1.0	155835	id_217399	155822	id_217384
1.0	64265	id_91059	60975	id_86818
1.0	91043	id_127805	46039	id_65718
1.0	161112	id_224669	43132	id_61571
1.0	75298	id_107202	75293	id_107197
1.0	86615	id_122271	3374	id_5038
1.0	96439	id_134544	43910	id_62637
0.97	6473	id_9633	6432	id_9591
0.93	73341	id_104425	50918	id_72407
0.92	104702	id_146393	53321	id_75754
1.0	142633	id_198824	142435	id_198623
1.0	16559	id_23912	16525	id_23878
1.0	158905	id_221594	153040	id_213289
1.0	155835	id_217399	155829	id_217392
0.94	171875	id_239528	145264	id_202470
1.0	141297	id_197190	74904	id_106580
1.0	69866	id_98532	22040	id_31637
1.0	129131	id_180140	99921	id_139636
0.92	104702	id_146393	28337	id_40286
1.0	109390	id_152618	109238	id_152462
0.92	120100	id_167516	92204	id_129349
1.0	66511	id_94132	66473	id_94094
0.92	169912	id_236834	49397	id_70429
1.0	7286	id_10860	4825	id_7239
0.99	174641	id_243365	141860	id_197945
1.0	153224	id_213556	105776	id_147838
1.0	58104	id_82612	58069	id_82576
1.0	86615	id_122271	46443	id_66550
1.0	167198	id_232975	167091	id_232868
1.0	9508	id_13958	4841	id_7274
0.96	142032	id_198203	142012	id_198183
1.0	69773	id_98349	69772	id_98348
1.0	168193	id_234375	168183	id_234364
0.94	106564	id_148902	70341	id_99343
1.0	43658	id_62229	21371	id_30768
1.0	85158	id_120503	85017	id_120359
0.94	22004	id_31559	15749	id_22754
1.0	91982	id_129103	46039	id_65718
1.0	153721	id_214187	87733	id_123893
0.9	181819	id_252529	34040	id_48425
1.0	178727	id_248436	161461	id_225043
1.0	187316	id_260225	38871	id_55585
1.0	154993	id_216019	5213	id_7733
1.0	27108	id_38419	11207	id_16120
1.0	8973	id_13127	8799	id_12941
0.93	181819	id_252529	159443	id_222190
1.0	161173	id_224740	120475	id_168127
1.0	92171	id_129307	92128	id_129264
1.0	82315	id_116833	82297	id_116815
1.0	115772	id_161423	34216	id_48821
1.0	23164	id_33186	7329	id_11020
1.0	135143	id_188510	73331	id_104415
1.0	163454	id_227927	163439	id_227912
1.0	133991	id_186953	133970	id_186932
1.0	96685	id_134873	96671	id_134857
1.0	183249	id_254837	139893	id_195150
0.92	92412	id_129557	92230	id_129375
1.0	143323	id_199937	62334	id_88601
1.0	102042	id_142636	86274	id_121810
