dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
1.0	83993	id_118879	83962	id_118847
1.0	83993	id_118879	83961	id_118846
1.0	83993	id_118879	83960	id_118845
1.0	114178	id_159428	113986	id_159230
1.0	67080	id_95037	67079	id_95036
1.0	91844	id_128950	69865	id_98531
1.0	107160	id_149631	107014	id_149472
0.88	171904	id_239557	26463	id_37634
1.0	86607	id_122230	46058	id_65772
1.0	161141	id_224700	43092	id_61526
0.91	182751	id_253933	182706	id_253876
1.0	185745	id_258184	185731	id_258170
1.0	107160	id_149631	107016	id_149474
1.0	57865	id_82297	57713	id_82145
1.0	140714	id_196407	11166	id_16078
1.0	178944	id_248677	171981	id_239638
1.0	122701	id_171225	16261	id_23444
1.0	82122	id_116595	82093	id_116566
0.88	147650	id_205658	22840	id_32769
1.0	174643	id_243367	7317	id_10955
1.0	114579	id_159857	22643	id_32567
1.0	74288	id_105610	74210	id_105525
1.0	108309	id_151438	8195	id_12129
0.96	178747	id_248456	8270	id_12231
1.0	147216	id_205159	147186	id_205122
1.0	155116	id_216184	46033	id_65700
1.0	144655	id_201701	29683	id_42148
1.0	117864	id_164311	106645	id_148983
1.0	77428	id_109832	77390	id_109785
1.0	77752	id_110382	71328	id_100825
1.0	81369	id_115519	81368	id_115518
0.89	101047	id_141364	29400	id_41746
1.0	79336	id_112768	79302	id_112726
0.96	140551	id_196187	95805	id_133725
0.99	127264	id_177597	87624	id_123765
1.0	183242	id_254830	117867	id_164331
1.0	40799	id_58167	40773	id_58131
1.0	105773	id_147833	56537	id_80664
1.0	50989	id_72505	50934	id_72444
1.0	63713	id_90315	63706	id_90308
0.98	158419	id_221018	53772	id_76369
1.0	154894	id_215853	154880	id_215839
1.0	132967	id_185454	132954	id_185439
1.0	140775	id_196469	12852	id_18534
1.0	110104	id_153759	110100	id_153755
1.0	91311	id_128290	30631	id_43643
1.0	118589	id_165521	118582	id_165512
1.0	124095	id_173106	33073	id_46918
1.0	96120	id_134188	47676	id_68087
1.0	87081	id_123063	43040	id_61473
1.0	158914	id_221605	95031	id_132722
1.0	124134	id_173174	64454	id_91339
1.0	182500	id_253570	182499	id_253569
1.0	178851	id_248560	178615	id_248324
0.94	108281	id_151373	54416	id_77348
0.88	184934	id_257197	95360	id_133158
1.0	156552	id_218448	156526	id_218377
0.93	66593	id_94217	9535	id_13991
1.0	109157	id_152379	109151	id_152372
1.0	96153	id_134224	96144	id_134215
1.0	96153	id_134224	96143	id_134214
1.0	74901	id_106560	69867	id_98533
1.0	92163	id_129299	92050	id_129186
1.0	171870	id_239523	107311	id_149970
0.94	171903	id_239556	28039	id_39920
1.0	96153	id_134224	96149	id_134220
1.0	112637	id_157084	95126	id_132849
1.0	89994	id_126624	89901	id_126529
1.0	161040	id_224593	122300	id_170639
1.0	96153	id_134224	96147	id_134218
1.0	96153	id_134224	96146	id_134217
1.0	149030	id_207819	11732	id_17007
1.0	122295	id_170633	14005	id_20177
0.93	168392	id_234657	168382	id_234647
1.0	127954	id_178600	74904	id_106580
1.0	96153	id_134224	96152	id_134223
1.0	50246	id_71647	50236	id_71637
1.0	96153	id_134224	96150	id_134221
1.0	124095	id_173106	33080	id_46925
1.0	112277	id_156680	15759	id_22764
1.0	118626	id_165608	118625	id_165607
1.0	171907	id_239560	7317	id_10955
1.0	118650	id_165659	118559	id_165456
1.0	117112	id_163364	117103	id_163355
1.0	87980	id_124201	87958	id_124178
1.0	171903	id_239556	43658	id_62229
1.0	92163	id_129299	92077	id_129213
1.0	84060	id_118947	84046	id_118933
0.9	101289	id_141669	35139	id_50235
1.0	180940	id_251394	40446	id_57710
1.0	161691	id_225400	161615	id_225324
1.0	84060	id_118947	84039	id_118926
1.0	171870	id_239523	107302	id_149943
1.0	84060	id_118947	84037	id_118924
1.0	124132	id_173169	64472	id_91365
1.0	152081	id_211978	152079	id_211976
1.0	124779	id_174115	30612	id_43596
1.0	17361	id_25097	17350	id_25078
1.0	76322	id_108437	76300	id_108415
1.0	187359	id_260268	43720	id_62291
1.0	17361	id_25097	17355	id_25088
1.0	185097	id_257408	185089	id_257398
1.0	139262	id_194057	80384	id_114250
1.0	11281	id_16230	11266	id_16197
1.0	84060	id_118947	84054	id_118941
1.0	84060	id_118947	84056	id_118943
0.92	173112	id_241094	173044	id_241021
1.0	173112	id_241094	173046	id_241023
1.0	186915	id_259624	186884	id_259593
1.0	84060	id_118947	84007	id_118894
0.98	129545	id_180852	38896	id_55615
1.0	84060	id_118947	84005	id_118892
1.0	109343	id_152570	109247	id_152471
1.0	84060	id_118947	84001	id_118887
1.0	186464	id_259141	90004	id_126634
1.0	85522	id_120890	85032	id_120374
1.0	183249	id_254837	25262	id_35954
1.0	33418	id_47375	7287	id_10863
0.93	174641	id_243365	28039	id_39920
0.99	174641	id_243365	43658	id_62229
1.0	139257	id_194040	1966	id_2864
0.92	173112	id_241094	173061	id_241038
1.0	165382	id_230483	119479	id_166639
1.0	104670	id_146361	102042	id_142636
1.0	173015	id_240989	173011	id_240985
1.0	67961	id_96009	67956	id_96004
1.0	104670	id_146361	102049	id_142644
1.0	84060	id_118947	84029	id_118916
1.0	113382	id_158279	50600	id_72012
0.9	131158	id_183078	36590	id_52525
0.99	10804	id_15674	10725	id_15595
0.93	80449	id_114315	11754	id_17029
0.9	116399	id_162386	27037	id_38348
1.0	46418	id_66456	9661	id_14122
1.0	130543	id_182174	130530	id_182161
0.9	62321	id_88566	9670	id_14131
1.0	16010	id_23120	15978	id_23088
1.0	168666	id_235058	168539	id_234931
1.0	105988	id_148130	105975	id_148114
0.9	50477	id_71886	43143	id_61584
1.0	53781	id_76389	46053	id_65757
1.0	35358	id_50529	35357	id_50528
1.0	149378	id_208265	149358	id_208243
0.99	180945	id_251407	2167	id_3122
1.0	63999	id_90741	63970	id_90712
1.0	175230	id_244063	77373	id_109766
1.0	173112	id_241094	173093	id_241074
0.98	92229	id_129374	55285	id_78712
1.0	75625	id_107544	75316	id_107220
1.0	63999	id_90741	63963	id_90705
0.96	16010	id_23120	15998	id_23108
1.0	22828	id_32753	22827	id_32752
1.0	122047	id_170250	122044	id_170245
1.0	103760	id_145111	103714	id_145059
1.0	182824	id_254147	9629	id_14089
1.0	32725	id_46516	32714	id_46504
1.0	144924	id_201984	144518	id_201556
1.0	181325	id_251853	181265	id_251793
1.0	161526	id_225115	3298	id_4883
1.0	75740	id_107702	75697	id_107659
1.0	175703	id_244732	175671	id_244700
1.0	50516	id_71925	50510	id_71919
1.0	67734	id_95772	67676	id_95714
1.0	63999	id_90741	63988	id_90730
1.0	32725	id_46516	32723	id_46514
1.0	57595	id_81944	57289	id_81631
1.0	179464	id_249356	179407	id_249299
1.0	140690	id_196370	140685	id_196365
1.0	45258	id_64567	45218	id_64527
1.0	147593	id_205583	147581	id_205571
1.0	56833	id_81055	56734	id_80952
1.0	85482	id_120848	85383	id_120746
1.0	18438	id_26785	1893	id_2761
1.0	18221	id_26510	18213	id_26502
1.0	187884	id_260957	187832	id_260905
1.0	179024	id_248829	178963	id_248768
1.0	164545	id_229270	164365	id_229090
1.0	161416	id_224998	124778	id_174109
1.0	169307	id_236066	169305	id_236064
1.0	180226	id_250353	144801	id_201861
1.0	73105	id_104142	73075	id_104109
1.0	65276	id_92481	65213	id_92412
1.0	103760	id_145111	103633	id_144976
0.88	178875	id_248594	178626	id_248335
1.0	86607	id_122230	7277	id_10835
1.0	175616	id_244644	37377	id_53681
1.0	26008	id_36997	26002	id_36991
1.0	85110	id_120452	85105	id_120447
1.0	150200	id_209300	150159	id_209259
0.91	130804	id_182617	101202	id_141533
0.88	182117	id_252947	39374	id_56206
1.0	185125	id_257437	185050	id_257357
1.0	163712	id_228246	32007	id_45629
1.0	143716	id_200371	143715	id_200369
0.99	118232	id_164869	118145	id_164775
1.0	35587	id_51110	35586	id_51104
1.0	163633	id_228167	140714	id_196407
1.0	118250	id_164891	118056	id_164676
0.89	114458	id_159733	20646	id_29721
1.0	85482	id_120848	85364	id_120725
1.0	151988	id_211866	151979	id_211855
1.0	161177	id_224744	25244	id_35936
1.0	146771	id_204571	146755	id_204555
1.0	185693	id_258131	185688	id_258126
1.0	179500	id_249392	179434	id_249326
0.9	181781	id_252491	127946	id_178592
0.9	64378	id_91214	27719	id_39555
1.0	44282	id_63310	2942	id_4350
1.0	146771	id_204571	146746	id_204546
1.0	175813	id_244867	46428	id_66508
1.0	178939	id_248662	158898	id_221576
0.98	177329	id_246744	176053	id_245181
0.9	156550	id_218445	40836	id_58217
1.0	47691	id_68102	46031	id_65695
1.0	127939	id_178585	26463	id_37634
1.0	178939	id_248662	158889	id_221559
1.0	131141	id_183061	36540	id_52475
1.0	140024	id_195327	109089	id_152309
0.9	101289	id_141669	35219	id_50323
1.0	120471	id_168083	26594	id_37765
1.0	145854	id_203235	30651	id_43690
1.0	125947	id_175602	125928	id_175583
1.0	157650	id_220003	144405	id_201428
1.0	137574	id_191851	50947	id_72457
1.0	107309	id_149962	16272	id_23468
1.0	180912	id_251346	180889	id_251323
1.0	174668	id_243392	174630	id_243354
0.92	92869	id_130017	52157	id_74132
0.98	161456	id_225038	62656	id_89091
1.0	2334	id_3354	2268	id_3288
1.0	120455	id_167988	107306	id_149949
1.0	105685	id_147609	105646	id_147566
0.97	168182	id_234362	161429	id_225011
1.0	123014	id_171792	50474	id_71883
1.0	89453	id_125977	59620	id_84814
1.0	173237	id_241320	173234	id_241317
0.93	131729	id_183843	91036	id_127797
1.0	165324	id_230400	102888	id_143765
0.97	114367	id_159626	96566	id_134714
1.0	133016	id_185505	133015	id_185504
1.0	162165	id_226202	74764	id_106382
1.0	93163	id_130404	93159	id_130399
1.0	75538	id_107444	75470	id_107376
1.0	105685	id_147609	105680	id_147604
1.0	139259	id_194042	113417	id_158314
1.0	114296	id_159554	114279	id_159537
0.94	70345	id_99347	45578	id_65060
1.0	151993	id_211873	151973	id_211848
0.88	161130	id_224687	69839	id_98489
1.0	41212	id_58669	41187	id_58644
1.0	95685	id_133565	40446	id_57710
1.0	124648	id_173882	124614	id_173835
1.0	172256	id_239976	116427	id_162539
1.0	151993	id_211873	151968	id_211841
1.0	796	id_1032	757	id_993
1.0	124781	id_174124	55397	id_78881
1.0	78371	id_111493	59048	id_84067
1.0	105762	id_147762	55403	id_78893
0.9	64020	id_90762	31409	id_44834
1.0	796	id_1032	752	id_988
1.0	64024	id_90766	63966	id_90708
1.0	119917	id_167214	119897	id_167194
1.0	144198	id_201074	69863	id_98529
1.0	149923	id_208974	2386	id_3420
0.89	46038	id_65714	34040	id_48425
1.0	161459	id_225041	12855	id_18537
1.0	145736	id_203095	50501	id_71910
1.0	103374	id_144497	86685	id_122402
1.0	88563	id_124893	88542	id_124863
1.0	169486	id_236297	3169	id_4736
0.97	65529	id_92800	65475	id_92741
1.0	125272	id_174760	107307	id_149951
1.0	84252	id_119223	84249	id_119216
1.0	161040	id_224593	9669	id_14130
1.0	168683	id_235075	9546	id_14002
1.0	115501	id_161107	87365	id_123435
0.89	119653	id_166898	96188	id_134267
1.0	77761	id_110420	27768	id_39605
1.0	90742	id_127431	90657	id_127344
1.0	84728	id_120002	84695	id_119958
1.0	47604	id_68015	12855	id_18537
1.0	2019	id_2946	2013	id_2940
0.9	166390	id_231903	82916	id_117498
1.0	81776	id_116156	81771	id_116151
1.0	81776	id_116156	81775	id_116155
1.0	171870	id_239523	107420	id_150147
1.0	126589	id_176437	26651	id_37822
1.0	131236	id_183158	36628	id_52563
1.0	185745	id_258184	185645	id_258079
0.99	181819	id_252529	113619	id_158542
1.0	136274	id_190091	47779	id_68191
1.0	55408	id_78904	7333	id_11030
0.99	174641	id_243365	43705	id_62276
1.0	173814	id_242312	34390	id_49433
1.0	149088	id_207880	77469	id_109880
1.0	146868	id_204708	107411	id_150111
1.0	26642	id_37813	7338	id_11043
1.0	187359	id_260268	43656	id_62227
1.0	33045	id_46866	8239	id_12182
1.0	69864	id_98530	59623	id_84878
0.98	91949	id_129056	50611	id_72027
0.99	142188	id_198376	112788	id_157403
1.0	112688	id_157224	42108	id_60205
1.0	150842	id_210242	105736	id_147697
1.0	22865	id_32799	22860	id_32794
1.0	155017	id_216049	95686	id_133567
1.0	144718	id_201775	144510	id_201548
0.9	135607	id_189101	80191	id_113946
1.0	132948	id_185432	132733	id_185203
0.93	152280	id_212292	57659	id_82067
1.0	147968	id_206093	147962	id_206074
1.0	117326	id_163624	117276	id_163574
0.94	161429	id_225011	25241	id_35933
0.9	27719	id_39555	27285	id_38598
0.95	104764	id_146455	32019	id_45641
1.0	172358	id_240113	42837	id_61180
1.0	123021	id_171803	77397	id_109792
1.0	150079	id_209172	60966	id_86805
1.0	80417	id_114283	80361	id_114227
1.0	170927	id_238206	170798	id_238076
1.0	178944	id_248677	122962	id_171712
1.0	179495	id_249387	179376	id_249265
1.0	151199	id_210803	107408	id_150092
1.0	115501	id_161107	77902	id_110784
0.99	61801	id_87912	58942	id_83880
0.92	53321	id_75754	12855	id_18537
1.0	52157	id_74132	9547	id_14003
1.0	35525	id_50926	35463	id_50863
0.96	167666	id_233624	107067	id_149526
0.97	145931	id_203465	46743	id_66926
1.0	85862	id_121301	46057	id_65771
1.0	78999	id_112299	78980	id_112280
1.0	112705	id_157252	90186	id_126831
1.0	112705	id_157252	90188	id_126834
1.0	112705	id_157252	90187	id_126832
1.0	169486	id_236297	103040	id_143997
1.0	80491	id_114359	80475	id_114343
1.0	66634	id_94283	32004	id_45626
0.88	171484	id_238944	7328	id_11016
1.0	181781	id_252491	29406	id_41752
1.0	32250	id_45950	32223	id_45921
1.0	175248	id_244087	175237	id_244076
1.0	73723	id_104875	73698	id_104850
1.0	47431	id_67842	45560	id_65042
1.0	153007	id_213247	153004	id_213242
1.0	74911	id_106621	46039	id_65718
1.0	177133	id_246533	29394	id_41740
1.0	173301	id_241418	145757	id_203119
1.0	42140	id_60251	35351	id_50522
1.0	135642	id_189143	12856	id_18538
0.96	150422	id_209567	68136	id_96228
1.0	88425	id_124731	88406	id_124708
1.0	22290	id_32147	22289	id_32146
1.0	98750	id_138021	98715	id_137986
1.0	44485	id_63562	44383	id_63460
1.0	152830	id_212985	152824	id_212979
0.93	47544	id_67955	31293	id_44688
0.9	117872	id_164395	22198	id_31908
1.0	13792	id_19879	13790	id_19877
1.0	89656	id_126222	89584	id_126143
0.93	174641	id_243365	167169	id_232946
1.0	59204	id_84306	59188	id_84289
1.0	76848	id_109020	76847	id_109019
1.0	13792	id_19879	13789	id_19876
1.0	46069	id_65819	16309	id_23554
0.95	161417	id_224999	30621	id_43626
1.0	113637	id_158560	113626	id_158549
1.0	161205	id_224778	161055	id_224608
1.0	107154	id_149624	106945	id_149402
1.0	164594	id_229336	161177	id_224744
0.88	104743	id_146434	43714	id_62285
1.0	109721	id_153078	28270	id_40219
0.97	123739	id_172574	72246	id_102646
1.0	113637	id_158560	113610	id_158533
1.0	119482	id_166649	55410	id_78919
1.0	165184	id_230144	165122	id_230082
1.0	24809	id_35370	24743	id_35295
1.0	76488	id_108607	70435	id_99437
1.0	161471	id_225054	36155	id_51842
0.95	101280	id_141660	35174	id_50270
1.0	130529	id_182160	130505	id_182136
1.0	184628	id_256839	113060	id_157830
1.0	63134	id_89618	63073	id_89557
1.0	22792	id_32717	22696	id_32620
0.89	113619	id_158542	22043	id_31645
1.0	113619	id_158542	46038	id_65714
1.0	186916	id_259625	177541	id_246964
1.0	129445	id_180745	89729	id_126295
1.0	62337	id_88611	62332	id_88586
1.0	97903	id_136647	97778	id_136511
1.0	30179	id_42933	29993	id_42725
0.99	159437	id_222184	56746	id_80964
1.0	136462	id_190338	74693	id_106307
1.0	130529	id_182160	130522	id_182153
1.0	80631	id_114527	80620	id_114516
1.0	97903	id_136647	97783	id_136516
0.9	65881	id_93266	65872	id_93257
1.0	165445	id_230549	161175	id_224742
1.0	167113	id_232890	9546	id_14002
1.0	80732	id_114661	80682	id_114579
0.95	153027	id_213274	121714	id_169865
1.0	172256	id_239976	44784	id_63944
1.0	107310	id_149964	105771	id_147815
1.0	155288	id_216572	155244	id_216528
1.0	171895	id_239548	139281	id_194145
1.0	31490	id_44983	31476	id_44966
1.0	140775	id_196469	5218	id_7738
0.96	174652	id_243376	81428	id_115579
0.98	171476	id_238935	50504	id_71913
1.0	46037	id_65710	15756	id_22761
0.95	171942	id_239595	155106	id_216158
1.0	165236	id_230196	165095	id_230055
1.0	119492	id_166686	9949	id_14477
1.0	163003	id_227331	163001	id_227329
0.88	51524	id_73191	51500	id_73163
1.0	133304	id_185990	133194	id_185866
1.0	179040	id_248845	179036	id_248841
1.0	85383	id_120746	85364	id_120725
1.0	178955	id_248732	55399	id_78883
1.0	77718	id_110329	77659	id_110270
1.0	151473	id_211148	151355	id_211029
0.94	171838	id_239487	171837	id_239486
1.0	110447	id_154307	110423	id_154282
0.95	80020	id_113774	31982	id_45604
0.88	178727	id_248436	55221	id_78648
1.0	186864	id_259573	177546	id_246969
1.0	84246	id_119192	74511	id_106023
1.0	165235	id_230195	165191	id_230151
1.0	165836	id_231036	165636	id_230771
1.0	116399	id_162386	81641	id_115850
1.0	184369	id_256534	184349	id_256514
1.0	28461	id_40410	7317	id_10955
1.0	167177	id_232954	62335	id_88604
1.0	150427	id_209572	150373	id_209518
1.0	178801	id_248510	178494	id_248203
1.0	90742	id_127431	90725	id_127414
1.0	145859	id_203246	46056	id_65762
1.0	185734	id_258173	185552	id_257983
1.0	26642	id_37813	7285	id_10859
1.0	123837	id_172690	112632	id_157076
0.94	159443	id_222190	50234	id_71635
1.0	112640	id_157091	101014	id_141318
0.96	55884	id_79687	55867	id_79670
1.0	113320	id_158207	62115	id_88342
1.0	120471	id_168083	9667	id_14128
1.0	174623	id_243347	174577	id_243301
1.0	185734	id_258173	185587	id_258019
1.0	135141	id_188508	73358	id_104442
1.0	174561	id_243285	174559	id_243283
1.0	167674	id_233632	29394	id_41740
1.0	92128	id_129264	92074	id_129210
1.0	185734	id_258173	185583	id_258015
1.0	18088	id_26359	18073	id_26334
1.0	180956	id_251425	17113	id_24760
1.0	125870	id_175523	125861	id_175514
0.99	40400	id_57576	34040	id_48425
1.0	6327	id_9416	6320	id_9409
1.0	185734	id_258173	185573	id_258004
1.0	7317	id_10955	5221	id_7743
1.0	58434	id_83168	5221	id_7743
1.0	129726	id_181135	129725	id_181134
1.0	46036	id_65704	30639	id_43664
1.0	113680	id_158604	113552	id_158471
1.0	95035	id_132726	56851	id_81084
1.0	173904	id_242443	173894	id_242431
1.0	77783	id_110497	50440	id_71848
1.0	136232	id_190041	128537	id_179383
1.0	125598	id_175195	125512	id_175105
1.0	123021	id_171803	18452	id_26822
0.88	178727	id_248436	55250	id_78677
1.0	129726	id_181135	129711	id_181120
1.0	25610	id_36503	25599	id_36492
0.95	142212	id_198400	129402	id_180652
1.0	89212	id_125619	88984	id_125373
1.0	102015	id_142608	101957	id_142546
0.99	148805	id_207434	148797	id_207425
1.0	74910	id_106603	26649	id_37820
1.0	179872	id_249970	179846	id_249940
1.0	22203	id_31922	22192	id_31869
0.92	81877	id_116306	29833	id_42543
1.0	85200	id_120546	85187	id_120533
1.0	88675	id_125019	62226	id_88453
1.0	147267	id_205211	140895	id_196597
1.0	178727	id_248436	69864	id_98530
0.9	59127	id_84227	59125	id_84225
0.88	59127	id_84227	59124	id_84224
1.0	156538	id_218415	11545	id_16720
1.0	181613	id_252188	181599	id_252174
1.0	162479	id_226644	123437	id_172262
0.99	69864	id_98530	45586	id_65068
1.0	186702	id_259410	5178	id_7689
1.0	91211	id_128159	91209	id_128157
0.94	70365	id_99367	46038	id_65714
0.99	178727	id_248436	45814	id_65395
1.0	144678	id_201727	55412	id_78930
1.0	101885	id_142467	101865	id_142447
1.0	33635	id_47780	33612	id_47736
1.0	179872	id_249970	179864	id_249960
1.0	46419	id_66461	3000	id_4488
1.0	116455	id_162600	110280	id_153944
1.0	118065	id_164686	118035	id_164654
1.0	81990	id_116427	81923	id_116360
0.95	78471	id_111594	59065	id_84084
1.0	141986	id_198156	141985	id_198155
1.0	92164	id_129300	92072	id_129208
0.91	111781	id_156002	111749	id_155967
0.91	68951	id_97286	41772	id_59684
0.89	141860	id_197945	37394	id_53698
1.0	117681	id_164109	65916	id_93301
1.0	136232	id_190041	128520	id_179366
0.96	27848	id_39685	27786	id_39623
1.0	136232	id_190041	128519	id_179365
1.0	174643	id_243367	28461	id_40410
1.0	146455	id_204150	146411	id_204105
1.0	172587	id_240463	47691	id_68102
1.0	152181	id_212190	20978	id_30118
1.0	42803	id_61146	12085	id_17549
1.0	107284	id_149890	27319	id_38684
1.0	71910	id_101910	71884	id_101871
0.94	93765	id_131120	90251	id_126902
1.0	107284	id_149890	27324	id_38690
0.88	59829	id_85116	59796	id_85083
1.0	187319	id_260228	83226	id_117936
0.95	178664	id_248373	166023	id_231259
1.0	113469	id_158368	93090	id_130318
0.88	90657	id_127344	31279	id_44672
1.0	161486	id_225073	161368	id_224950
1.0	168863	id_235291	168842	id_235269
1.0	92164	id_129300	92031	id_129167
1.0	185734	id_258173	185593	id_258025
1.0	146679	id_204475	101409	id_141851
0.92	151665	id_211360	22042	id_31642
1.0	44920	id_64107	44917	id_64104
0.91	15749	id_22754	12847	id_18529
0.94	144872	id_201932	17616	id_25545
1.0	46861	id_67054	46841	id_67032
1.0	85300	id_120652	85283	id_120633
1.0	5116	id_7601	5058	id_7540
1.0	175141	id_243968	175138	id_243965
0.94	1463	id_2080	1415	id_2013
1.0	158068	id_220555	144243	id_201137
1.0	140895	id_196597	11166	id_16078
1.0	99215	id_138637	99206	id_138627
0.94	82916	id_117498	15749	id_22754
1.0	31252	id_44636	31240	id_44624
1.0	124122	id_173158	64441	id_91323
1.0	165072	id_230032	165044	id_230004
1.0	108274	id_151362	108191	id_151240
1.0	110197	id_153858	61759	id_87846
1.0	76189	id_108304	76119	id_108234
1.0	77768	id_110435	53781	id_76389
0.91	28039	id_39920	8041	id_11882
1.0	152046	id_211934	87537	id_123673
1.0	41496	id_59191	41495	id_59190
1.0	56851	id_81084	26794	id_37968
1.0	71828	id_101780	71797	id_101730
1.0	74399	id_105788	74343	id_105699
1.0	60915	id_86727	60898	id_86710
0.89	172831	id_240802	22043	id_31645
0.9	62023	id_88243	55409	id_78907
1.0	171900	id_239553	149088	id_207880
1.0	59538	id_84704	52849	id_75093
1.0	92889	id_130045	21771	id_31301
0.91	28039	id_39920	8017	id_11858
1.0	18825	id_27280	18815	id_27270
1.0	159820	id_222853	39663	id_56516
1.0	179041	id_248846	179016	id_248821
1.0	32010	id_45632	12784	id_18461
0.97	50608	id_72024	7250	id_10765
0.96	17037	id_24668	16892	id_24514
1.0	107324	id_150007	27352	id_38766
1.0	161029	id_224582	153946	id_214542
0.98	98967	id_138330	89548	id_126078
0.94	136339	id_190191	70341	id_99343
1.0	143442	id_200073	143359	id_199982
1.0	174643	id_243367	92865	id_130010
1.0	92165	id_129301	92075	id_129211
1.0	155108	id_216165	107310	id_149964
1.0	185428	id_257837	185322	id_257720
1.0	165072	id_230032	165063	id_230023
1.0	103040	id_143997	47448	id_67859
1.0	36346	id_52186	36344	id_52184
1.0	1311	id_1883	1275	id_1846
1.0	12433	id_17974	12427	id_17965
1.0	172256	id_239976	151392	id_211067
1.0	172831	id_240802	46038	id_65714
1.0	50504	id_71913	7270	id_10812
0.92	183254	id_254842	8865	id_13013
0.88	163096	id_227456	161350	id_224932
1.0	6061	id_8888	5916	id_8728
0.94	143346	id_199968	78426	id_111549
1.0	187428	id_260354	187421	id_260347
1.0	149347	id_208231	149337	id_208221
1.0	84005	id_118892	83978	id_118864
1.0	135137	id_188504	73365	id_104449
1.0	76488	id_108607	45591	id_65073
1.0	87107	id_123089	43049	id_61482
1.0	84005	id_118892	83961	id_118846
1.0	84005	id_118892	83960	id_118845
1.0	170130	id_237119	9301	id_13703
1.0	11108	id_16018	11099	id_16008
1.0	84005	id_118892	83965	id_118850
1.0	84005	id_118892	83964	id_118849
1.0	84005	id_118892	83962	id_118847
1.0	84005	id_118892	83966	id_118851
1.0	186268	id_258835	186254	id_258821
0.92	92869	id_130017	91968	id_129088
1.0	129431	id_180731	55395	id_78843
1.0	155102	id_216144	16272	id_23468
0.93	171111	id_238415	171109	id_238413
1.0	113414	id_158311	91024	id_127784
1.0	64134	id_90877	63921	id_90663
0.93	92889	id_130045	21751	id_31280
1.0	81502	id_115662	81442	id_115593
1.0	178270	id_247884	171759	id_239365
1.0	84005	id_118892	83954	id_118839
1.0	84005	id_118892	83953	id_118838
1.0	84005	id_118892	83952	id_118837
1.0	85669	id_121039	26794	id_37968
1.0	84005	id_118892	83958	id_118843
1.0	84005	id_118892	83957	id_118842
1.0	79605	id_113129	62512	id_88843
1.0	86407	id_121969	86364	id_121925
0.94	118876	id_166002	103685	id_145029
1.0	9816	id_14340	9813	id_14337
0.92	39618	id_56460	19431	id_28170
1.0	151392	id_211067	140895	id_196597
1.0	180838	id_251220	180833	id_251215
1.0	62337	id_88611	62200	id_88427
1.0	122997	id_171763	77793	id_110591
1.0	187668	id_260702	96446	id_134551
1.0	181733	id_252443	181712	id_252421
1.0	75891	id_107880	75882	id_107871
1.0	75891	id_107880	75881	id_107870
1.0	136223	id_190027	62096	id_88323
0.9	161232	id_224814	9594	id_14050
1.0	120455	id_167988	40436	id_57646
1.0	178689	id_248398	178576	id_248285
1.0	141316	id_197212	141302	id_197196
1.0	178827	id_248536	178715	id_248424
0.99	133973	id_186935	133947	id_186909
1.0	96566	id_134714	32010	id_45632
1.0	37539	id_53867	27136	id_38447
0.93	143347	id_199969	27285	id_38598
1.0	171903	id_239556	43705	id_62276
1.0	181781	id_252491	29394	id_41740
1.0	177133	id_246533	29406	id_41752
1.0	109362	id_152589	109157	id_152379
1.0	137906	id_192284	137878	id_192255
1.0	172592	id_240482	161446	id_225028
1.0	167674	id_233632	29406	id_41752
0.98	151290	id_210943	135005	id_188328
0.94	141316	id_197212	141307	id_197201
0.91	178728	id_248437	80105	id_113860
1.0	150205	id_209305	150144	id_209244
1.0	170500	id_237592	46031	id_65695
1.0	109362	id_152589	109151	id_152372
1.0	125211	id_174666	47409	id_67820
0.92	89701	id_126267	89684	id_126250
1.0	89181	id_125572	89125	id_125514
0.94	159443	id_222190	25179	id_35857
1.0	118939	id_166067	118927	id_166055
1.0	50471	id_71880	7274	id_10829
1.0	184018	id_255987	153222	id_213553
1.0	30079	id_42821	29957	id_42676
1.0	145716	id_203058	145685	id_203023
1.0	92165	id_129301	92105	id_129241
1.0	166020	id_231256	166019	id_231255
1.0	53605	id_76144	53597	id_76136
1.0	83957	id_118842	83954	id_118839
1.0	83957	id_118842	83953	id_118838
1.0	83957	id_118842	83952	id_118837
1.0	171884	id_239537	69866	id_98532
1.0	161166	id_224731	119482	id_166649
1.0	161540	id_225131	155102	id_216144
0.99	181819	id_252529	113417	id_158314
1.0	171884	id_239537	55217	id_78644
1.0	26663	id_37836	26625	id_37796
1.0	116501	id_162647	110237	id_153901
0.9	161484	id_225071	95416	id_133219
1.0	134414	id_187514	68920	id_97255
1.0	165063	id_230023	165044	id_230004
1.0	176966	id_246256	176938	id_246228
0.93	124637	id_173864	124615	id_173836
1.0	129131	id_180140	30624	id_43633
1.0	136180	id_189975	43131	id_61569
0.93	159437	id_222184	149084	id_207874
1.0	59532	id_84684	59433	id_84569
0.88	152299	id_212311	150082	id_209175
1.0	113061	id_157832	105773	id_147833
0.88	118862	id_165988	81683	id_115894
1.0	129131	id_180140	30638	id_43663
0.93	106956	id_149413	58511	id_83318
0.95	138126	id_192511	138115	id_192500
1.0	123479	id_172304	29375	id_41721
1.0	101589	id_142057	47691	id_68102
1.0	73144	id_104182	73076	id_104110
1.0	140030	id_195364	140029	id_195363
